;	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100	101	102	103	104	105	106	107	108	109	110	111	112	113	114	115	116	117	118	119	120	121	122	123	124	125	126	127	128	129	130	131	132	133	134	135	136	137	138	139	140	141	142	143	144	145	146	147	148	149	150	151	152
At3g59060-5	A	A	A	A	A	A	B	A	A	B	B	A	A	B	A	B	A	B	A	A	A	A	B	A	B	A	B	B	B	A	B	B	B	B	A	B	B	B	B	A	A	B	B	B	B	B	B	B	B	A	B	A	A	A	A	B	A	B	B	B	B	A	B	B	B	A	A	B	A	B	B	B	A	B	A	B	A	B	A	B	A	B	B	A	B	B	A	B	A	B	A	A	A	B	B	B	A	A	B	A	B	B	A	B	A	A	A	B	B	A	A	A	A	A	A	B	A	A	A	A	B	B	B	B	A	A	A	B	A	B	A	B	A	B	B	-	B	B	A	B	B	A	A	B	A	B	B	A	A	A	B	B
At3g59910-6	A	A	A	A	A	A	B	A	A	B	B	A	A	B	A	B	A	B	A	A	A	A	A	A	B	A	B	B	B	A	B	B	B	B	A	B	B	B	B	A	A	B	B	B	B	A	B	B	B	A	B	A	A	A	A	B	A	B	B	B	B	A	B	B	B	A	A	B	A	B	B	B	A	A	A	B	A	B	A	B	A	B	B	A	B	B	A	B	A	B	A	A	A	B	B	B	A	A	B	A	B	B	B	B	A	A	A	B	B	A	A	A	A	A	A	B	A	A	A	A	B	B	B	B	A	A	A	B	A	B	A	B	A	B	B	A	B	B	A	B	B	A	A	B	A	B	B	A	A	A	B	B
At3g60190-3	A	A	A	A	A	A	B	A	A	B	B	A	A	B	A	B	A	B	A	A	A	A	A	A	B	A	B	B	B	A	B	B	B	B	A	B	B	B	B	A	A	B	B	B	B	A	B	A	B	A	B	A	A	A	A	B	A	B	B	B	B	A	B	B	B	A	A	B	A	B	B	B	A	B	A	B	A	B	A	B	A	B	B	A	B	B	A	B	A	B	A	A	A	B	B	B	A	A	B	A	B	B	B	B	A	A	A	B	B	A	A	A	A	A	A	B	A	A	A	A	B	B	B	B	A	A	A	B	A	B	A	B	A	B	B	-	B	B	A	B	B	A	A	B	A	B	B	A	A	A	B	B
At3g60240-7	A	A	A	A	A	A	B	A	A	B	B	A	A	B	A	B	A	B	A	A	A	A	A	A	B	A	B	B	B	A	B	B	B	B	A	B	B	B	B	A	A	B	B	B	B	A	B	A	B	A	B	A	A	A	A	B	A	B	B	B	B	A	B	B	B	A	A	B	A	B	B	B	-	B	A	B	A	B	A	B	A	B	B	A	B	B	A	B	A	B	A	A	A	B	B	B	A	A	B	A	B	B	B	B	A	A	A	A	B	A	A	A	A	A	A	B	A	A	A	A	B	B	B	B	A	A	A	B	A	B	A	B	A	B	B	-	B	B	A	B	B	A	A	B	A	B	B	A	A	A	B	B
At3g60690-6	A	A	A	A	A	A	B	A	A	B	B	A	A	B	A	B	A	B	A	A	A	A	A	A	B	A	B	B	B	A	B	B	B	B	A	B	B	B	B	A	A	B	B	B	B	A	B	A	B	A	B	A	A	A	A	B	A	B	B	B	B	A	B	B	B	A	A	A	A	B	B	B	A	B	A	B	A	B	A	B	A	B	B	A	B	B	A	B	A	B	A	A	A	B	B	B	A	A	B	A	B	B	B	B	A	A	A	A	B	A	A	A	A	A	A	B	A	A	A	A	B	B	B	B	A	A	A	B	A	B	B	B	A	B	B	-	A	A	A	B	B	A	A	B	A	B	B	A	A	A	B	B
At3g60980-2	A	A	A	A	A	B	B	A	A	B	A	A	B	B	A	B	A	B	A	A	B	A	B	B	B	B	B	B	A	A	A	B	B	A	A	B	B	B	B	A	B	A	A	A	A	A	B	A	B	A	B	A	A	A	A	B	A	B	B	B	B	A	B	B	B	B	A	A	A	A	B	B	A	B	A	B	B	B	A	B	A	B	B	A	B	B	B	B	B	B	B	B	A	A	B	B	A	B	B	A	A	B	B	B	B	B	A	A	B	A	A	A	A	A	B	B	A	A	A	A	B	B	B	B	A	A	B	B	B	A	B	B	A	B	B	-	B	B	B	A	A	B	A	B	B	B	B	A	A	A	B	B
At3g61100-9	A	A	A	A	A	A	B	A	A	A	B	A	A	B	A	B	A	B	A	A	A	A	A	A	B	A	B	B	B	A	B	B	B	B	A	B	B	B	B	A	A	B	B	B	B	A	B	A	B	A	B	A	A	A	A	B	A	B	B	B	B	A	B	B	B	A	A	A	A	B	B	B	A	B	A	B	A	B	A	B	A	B	B	A	B	B	A	B	A	B	A	A	A	B	B	B	A	A	B	A	B	B	B	B	A	A	A	A	B	A	A	A	A	A	A	B	A	A	A	A	B	B	B	B	A	A	A	B	A	B	B	B	A	B	B	-	B	A	A	B	B	A	A	B	A	B	B	A	A	A	B	B
At3g61220-7	A	A	A	A	A	A	B	A	A	A	B	A	A	B	A	B	A	B	A	A	A	A	A	A	B	A	B	B	B	A	B	A	B	B	A	B	B	B	B	A	A	B	B	B	B	A	B	A	B	A	B	A	A	A	A	B	A	B	B	B	B	A	B	B	B	A	A	A	A	B	B	B	A	A	A	B	A	B	A	B	A	B	B	A	B	B	A	B	A	B	A	A	A	B	B	B	A	A	B	A	B	B	B	B	A	A	A	A	B	A	A	A	A	A	A	B	A	A	A	A	B	B	B	B	B	A	A	B	A	B	B	B	A	B	B	A	B	A	A	B	B	A	A	B	A	B	B	A	A	A	B	B
At3g61440-10	A	A	A	A	A	A	B	A	A	A	B	A	A	B	A	B	A	B	A	A	A	A	A	A	B	A	B	B	B	A	B	A	B	B	A	B	B	B	B	A	A	B	B	B	B	A	B	A	B	A	B	A	A	A	A	B	A	B	B	B	B	A	B	B	B	A	A	A	A	B	B	B	A	B	A	B	A	B	A	B	A	B	B	A	B	B	A	B	A	B	A	A	A	B	B	B	A	A	B	A	B	B	B	B	A	A	A	A	B	A	A	A	A	A	A	B	A	A	A	A	A	B	B	B	B	A	A	B	A	B	B	B	A	B	B	-	B	A	A	B	B	A	A	B	A	B	B	A	A	A	B	B
At3g61470-7	A	A	A	A	A	A	B	A	A	A	B	A	A	B	A	B	A	B	A	A	A	A	A	A	B	A	B	B	B	A	B	A	B	B	A	B	B	B	B	A	A	B	B	B	B	A	B	A	B	A	B	A	A	A	A	B	A	B	B	B	B	A	B	B	B	A	A	A	A	B	B	B	A	B	A	B	A	B	A	B	A	B	B	A	B	B	A	B	A	B	A	A	A	B	B	B	A	A	B	A	B	B	B	B	A	A	A	A	B	A	A	A	A	A	A	B	A	A	A	A	A	B	B	B	B	A	A	B	A	B	B	B	A	B	B	-	B	A	A	B	B	A	A	B	A	B	B	A	A	A	B	B
At3g62190-11	A	A	A	A	A	A	B	A	A	B	B	A	A	B	A	B	A	B	A	A	A	A	A	A	B	A	B	B	B	A	B	A	A	B	A	B	B	B	B	A	-	B	B	B	B	A	B	A	B	A	B	A	A	A	A	B	A	B	B	B	B	A	B	B	B	A	A	A	A	B	B	B	A	B	A	B	A	B	B	B	A	B	B	A	B	B	A	B	A	B	A	A	A	B	B	B	A	A	B	A	B	B	B	B	A	A	A	A	B	A	A	A	A	A	A	B	A	A	A	A	A	B	B	B	B	A	A	B	A	B	B	B	A	B	B	-	B	A	A	B	B	A	A	B	A	B	B	A	A	A	B	B
At3g62450-1	A	A	A	A	A	A	B	A	A	B	A	A	A	B	A	B	A	A	A	A	A	A	A	A	B	A	B	B	B	A	B	A	A	B	A	B	B	B	B	A	A	B	B	B	B	A	B	A	A	A	B	A	A	A	A	B	A	B	B	B	B	A	B	B	B	B	A	B	A	B	B	B	A	B	A	B	A	B	B	B	A	B	B	A	B	B	A	B	A	B	A	A	A	B	B	B	A	A	B	A	B	B	B	B	A	A	A	A	B	A	A	A	A	A	A	B	A	A	A	A	A	B	B	B	B	A	A	B	A	B	B	B	A	B	B	A	B	A	A	B	B	A	A	B	A	B	B	A	A	A	B	B
At3g62630-2	A	A	A	A	A	A	B	A	A	B	A	A	A	B	A	B	A	A	A	A	A	A	A	A	B	A	B	B	B	A	B	A	A	B	A	B	B	B	B	A	A	-	B	-	B	A	B	A	A	A	B	A	A	A	A	B	A	B	B	B	B	A	B	B	B	B	A	B	A	B	B	B	A	A	A	B	A	B	B	B	A	B	B	A	B	B	A	B	A	B	A	A	A	B	B	B	A	A	B	A	B	B	B	B	A	A	A	A	B	A	A	A	A	A	A	B	A	A	A	A	A	B	B	B	B	A	A	B	A	B	B	B	A	B	B	A	B	A	A	B	B	A	A	B	A	B	B	A	A	A	B	B
At3g62770-5	A	A	A	A	A	A	B	A	A	B	A	A	A	B	A	B	A	A	A	A	A	A	A	A	B	A	B	B	B	A	-	A	A	B	A	B	-	B	B	A	A	B	B	B	-	A	-	A	A	A	B	A	A	A	A	B	A	B	B	B	B	A	B	B	B	B	A	B	A	B	B	B	A	A	A	B	A	B	B	B	A	B	B	A	B	B	A	B	A	B	A	A	A	B	B	B	A	A	B	A	B	B	B	B	A	A	A	A	B	A	A	A	A	A	A	B	A	A	A	A	A	B	-	B	B	A	A	B	A	-	B	B	A	B	-	A	B	A	A	B	B	A	A	B	A	B	B	A	A	A	B	B
EndLG3	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
MSAT4.39	A	B	A	A	B	A	B	A	B	B	B	B	A	B	B	B	B	B	B	B	A	B	B	A	B	B	B	B	B	B	B	B	A	B	B	A	B	B	-	B	B	B	A	B	B	B	B	A	A	B	B	B	B	B	B	A	A	B	B	B	-	B	B	B	A	B	B	A	A	B	A	B	B	A	A	A	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	A	B	B	A	A	B	B	B	A	B	B	B	B	B	B	B	B	B	B	A	B	B	A	B	B	B	-	B	B	B	B	B	A	B	A	B	B	-	B	B	-	A	A	B	A	A	B	B	B	B	A	A	A	B	A	B	A	A	A	B	B
At4g00330-8	A	B	A	A	B	A	B	A	B	B	B	B	A	B	B	B	B	B	B	B	A	B	B	A	B	B	B	B	B	B	B	B	A	B	B	A	B	B	A	A	B	B	A	B	B	B	B	A	A	B	B	B	B	B	B	A	A	B	B	B	A	B	B	B	A	B	B	A	A	B	A	B	B	A	A	A	B	B	B	B	B	B	B	B	B	B	B	A	B	B	B	A	B	B	A	A	B	B	B	A	B	B	B	B	B	B	B	B	B	B	A	B	B	A	B	B	B	A	B	B	B	B	B	A	B	A	B	B	B	B	B	A	A	A	B	A	A	B	B	B	B	A	A	A	B	A	B	A	A	A	B	B
At4g00430-6	A	B	A	A	B	A	B	A	B	B	B	B	A	B	B	B	B	B	B	B	A	B	B	A	B	B	B	B	B	B	B	B	A	B	B	A	B	B	B	A	B	B	A	B	B	B	B	A	A	B	B	B	B	B	B	A	A	B	B	B	B	B	B	B	A	B	B	A	A	B	A	B	B	A	A	A	B	B	B	B	B	B	B	A	B	B	B	B	B	B	B	A	B	B	A	A	B	B	B	A	B	B	B	B	B	B	B	B	B	B	A	A	B	A	B	B	B	B	B	B	B	B	B	A	B	A	B	B	B	A	B	-	A	A	B	-	A	B	B	B	B	A	A	A	B	A	B	A	A	A	B	B
At4g00780-5	A	B	A	A	B	B	B	A	B	B	B	B	A	B	B	B	B	B	B	B	A	B	B	A	B	B	B	B	B	B	B	B	A	B	B	A	B	B	B	A	B	B	A	B	B	B	B	A	B	B	B	B	B	B	B	A	A	B	B	B	B	B	B	B	A	B	B	A	A	B	A	B	B	A	A	B	B	B	B	B	B	B	B	A	B	B	B	B	B	B	B	A	B	B	A	B	B	B	B	A	B	B	B	B	B	B	B	B	B	B	A	A	B	A	B	B	B	B	B	B	B	B	B	A	B	A	B	B	B	A	B	A	A	A	B	A	A	B	B	B	B	B	A	A	B	A	B	A	A	A	B	B
MSAT4.8	A	B	B	A	B	B	B	A	B	B	B	B	A	B	B	B	B	B	B	B	A	B	B	A	B	B	B	B	B	B	B	B	A	B	B	A	B	B	-	-	B	B	A	B	B	B	B	A	-	B	B	B	B	B	B	A	A	B	B	B	-	B	B	B	A	B	B	A	A	B	A	B	B	A	A	B	B	B	B	B	B	B	B	A	B	B	B	-	B	B	B	B	B	B	A	B	B	B	B	A	B	B	B	B	B	B	B	B	B	B	A	A	B	A	B	B	B	B	B	B	B	B	B	A	B	A	B	A	B	A	B	-	A	A	B	A	A	B	B	B	B	B	A	A	B	A	B	A	A	A	B	B
At4g01026-11	A	B	B	A	B	B	B	A	B	B	B	B	A	B	B	B	B	B	B	B	A	B	B	A	B	B	B	B	B	B	B	B	A	B	B	A	B	B	B	A	B	B	A	B	B	B	B	A	B	B	B	B	B	B	B	A	A	B	B	B	B	B	B	B	A	B	B	A	A	B	A	B	B	A	A	B	B	B	B	B	B	B	B	A	B	B	B	B	B	B	B	B	B	B	A	B	B	B	B	A	B	B	B	B	B	B	B	B	B	B	A	A	B	A	B	B	B	B	B	B	B	B	B	A	B	A	B	A	B	A	B	B	A	A	B	-	A	B	B	B	B	B	A	A	B	A	B	A	A	A	B	B
At4g01070-11	A	B	B	A	B	B	B	A	B	B	B	B	A	B	B	B	B	B	B	B	A	B	B	A	B	B	B	B	B	B	B	B	A	B	B	A	B	B	A	A	B	B	A	B	B	B	B	A	B	B	B	B	B	B	B	A	A	B	B	B	A	B	B	B	A	B	B	A	A	B	A	B	B	A	A	B	B	B	B	B	B	B	B	A	B	B	B	B	B	B	B	B	B	B	A	B	B	B	B	A	B	B	B	B	B	B	B	B	B	B	A	A	B	A	B	B	B	B	B	B	B	A	B	A	B	A	B	A	B	A	B	A	A	A	B	A	A	B	B	B	B	B	A	A	B	A	B	A	A	A	B	B
At4g01150-6	A	B	B	A	B	B	B	A	B	B	B	B	A	B	B	B	B	B	B	B	A	B	B	A	B	B	B	B	B	B	B	B	A	B	B	A	B	B	B	A	B	B	A	B	B	B	B	A	B	B	B	B	B	B	B	A	A	B	B	B	B	B	B	B	A	B	B	A	A	B	A	B	B	A	A	B	B	B	B	B	B	B	B	A	B	B	B	B	B	B	B	B	B	B	A	B	B	B	B	A	B	B	B	B	B	B	B	B	B	B	A	A	B	A	B	B	B	B	B	B	B	A	B	A	B	A	B	A	B	A	B	A	A	A	B	A	A	B	B	B	B	B	A	A	B	A	B	A	A	A	B	B
At4g01310-3	A	B	B	A	B	B	B	A	B	B	B	B	A	B	B	B	B	B	B	B	A	B	B	A	B	B	B	B	B	B	B	B	A	B	B	A	B	B	B	A	B	B	A	B	B	B	B	A	B	B	B	B	B	B	B	A	A	B	B	B	B	B	B	B	A	B	B	A	A	B	A	B	B	A	A	B	B	B	B	B	B	B	B	A	B	B	B	A	B	B	B	B	B	B	A	B	B	B	B	A	B	B	B	B	B	B	B	B	B	B	A	A	B	A	B	B	B	B	B	B	B	A	A	A	B	A	B	A	B	A	B	-	A	A	B	-	A	B	B	B	B	B	A	A	B	A	B	A	A	A	B	B
At4g01320-8	A	B	B	A	B	B	B	A	B	B	B	B	A	B	B	B	B	B	B	B	A	B	B	A	B	B	B	B	B	B	B	B	A	B	B	A	B	B	B	A	B	B	A	B	B	B	B	A	B	B	B	B	B	B	B	A	A	B	B	B	B	B	B	B	A	B	B	A	A	B	A	B	B	A	A	B	B	B	B	B	B	B	B	A	B	B	B	A	B	B	B	B	B	B	A	B	B	B	B	A	B	B	B	B	B	B	B	B	B	B	A	A	B	A	B	B	B	B	B	B	B	A	A	A	B	A	B	A	B	A	B	B	A	A	B	-	A	B	B	B	B	B	A	A	B	A	B	A	A	A	B	B
At4g01370-6	A	B	B	A	B	B	B	A	B	B	B	B	A	B	B	B	B	B	B	B	A	B	B	A	A	B	B	B	B	B	B	B	A	B	B	A	B	B	-	A	B	B	A	B	B	B	B	A	B	B	B	B	B	B	B	A	A	B	B	B	-	B	B	B	A	B	B	A	A	B	A	B	B	A	A	B	B	B	B	B	B	B	B	A	B	B	B	A	B	B	B	B	B	B	A	B	B	B	B	A	B	B	B	B	B	B	B	B	B	B	A	A	B	A	B	B	B	B	B	B	B	A	A	A	B	A	B	A	B	A	B	A	A	A	B	A	A	B	B	B	B	B	A	A	B	A	B	A	A	A	B	B
At4g01610-8	A	B	B	A	B	B	B	A	B	B	B	B	A	B	B	B	B	B	B	B	A	B	B	A	A	B	B	B	B	B	B	B	A	B	B	A	B	B	-	A	B	B	A	B	B	B	B	A	B	B	B	B	B	B	B	A	B	B	B	B	-	B	B	B	A	B	B	A	A	B	A	B	B	A	A	B	B	B	B	B	B	B	B	A	B	B	B	A	B	B	B	B	B	B	A	B	B	B	B	A	B	B	B	B	B	B	B	B	B	B	A	A	B	A	B	B	B	B	B	B	B	A	B	A	A	A	B	A	B	A	B	B	A	A	B	A	A	B	B	B	B	B	A	A	B	A	B	A	A	A	B	B
At4g01850-6	A	B	B	A	B	B	B	A	B	B	B	B	A	B	B	B	B	B	B	B	A	B	B	A	A	B	B	B	B	B	B	B	A	B	B	A	B	B	A	A	B	B	A	B	B	B	B	A	B	B	B	B	B	B	B	A	B	B	B	B	-	A	B	B	A	B	B	A	A	B	A	B	B	A	A	B	B	B	B	B	B	B	B	A	B	B	B	A	B	B	B	B	B	B	A	B	B	B	B	A	B	B	B	B	B	B	B	B	B	B	A	A	B	A	B	B	B	B	B	B	B	A	B	A	A	A	B	A	B	A	B	B	A	A	B	A	A	B	B	B	B	B	A	A	B	A	B	B	A	A	B	B
At4g01870-1	A	B	B	A	B	B	B	A	B	B	B	B	-	B	B	B	B	B	B	B	A	B	B	A	A	B	B	B	B	B	B	B	A	B	B	A	B	B	B	A	B	B	A	B	B	B	B	A	B	B	B	B	B	B	B	A	B	B	B	B	-	A	B	B	A	B	B	A	A	B	A	B	B	A	A	B	B	B	B	B	B	B	B	A	B	B	B	A	B	B	B	B	B	B	A	B	B	B	B	A	B	B	B	B	B	B	B	B	B	B	A	A	B	A	B	B	B	B	B	B	B	A	B	A	A	A	B	A	B	A	B	B	A	A	B	A	A	B	B	B	B	B	A	A	B	A	B	B	A	A	B	B
At4g01895-1	A	B	B	A	B	B	B	A	B	B	B	B	A	B	B	B	B	B	B	B	A	B	B	A	A	B	B	B	B	B	B	B	A	B	B	A	B	B	B	A	B	B	A	B	B	B	B	A	B	B	B	B	B	B	B	A	B	B	B	B	B	A	B	B	A	B	B	A	A	B	A	B	B	A	A	B	B	B	B	B	B	B	B	A	B	B	B	A	B	B	B	B	B	B	A	B	B	B	B	A	B	B	B	B	B	B	B	B	B	B	A	A	B	A	B	B	B	B	B	B	B	A	B	A	A	A	B	A	B	A	B	B	A	A	B	-	A	B	B	B	B	B	A	A	B	A	B	B	A	A	B	B
At4g01960-1	A	B	B	A	B	B	B	A	B	B	B	B	A	B	B	B	B	B	B	B	A	B	B	A	A	B	B	B	B	B	B	B	A	B	B	A	B	B	A	A	B	B	A	B	B	B	B	A	B	B	B	B	B	B	B	A	B	B	B	B	B	A	B	B	A	B	B	A	A	B	A	B	B	A	A	B	B	B	B	B	B	B	B	A	B	B	B	A	B	B	B	B	B	B	A	-	B	B	B	A	B	B	B	B	B	B	B	B	B	B	A	A	B	A	B	B	B	B	B	B	B	A	B	A	A	A	B	A	B	A	B	B	A	A	B	A	A	B	B	B	B	B	A	A	B	A	B	B	A	A	B	B
At4g02200-7	A	B	B	A	B	B	B	A	B	B	B	B	A	B	B	B	B	B	B	B	A	B	B	A	A	B	B	B	B	B	B	B	A	B	B	A	B	B	A	A	B	B	A	B	B	B	B	A	B	B	B	B	B	B	B	A	B	B	B	B	B	A	B	B	A	B	B	A	A	B	A	B	B	A	A	B	B	B	B	B	B	B	B	A	B	B	A	A	B	B	B	B	B	B	A	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	A	A	B	A	B	B	B	B	B	B	A	A	A	A	A	A	B	A	B	A	B	B	A	A	B	-	A	B	B	B	B	B	A	A	B	A	B	B	A	A	B	B
At4g02230-1	A	B	B	A	B	B	B	A	B	B	B	B	A	B	B	B	B	B	B	B	A	B	B	A	A	B	B	B	B	B	B	B	A	B	B	A	B	B	A	A	B	B	A	B	B	B	B	A	B	B	B	B	B	B	B	A	B	B	B	B	B	A	B	B	A	B	B	A	A	B	A	B	B	A	A	B	B	B	B	B	B	B	B	A	B	B	A	A	B	B	B	B	B	B	A	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	A	A	B	A	B	B	B	B	B	B	A	A	A	A	A	A	B	A	B	A	B	B	A	A	B	-	A	B	B	B	B	B	A	A	B	A	B	B	A	A	B	B
At4g02330-9	A	B	B	A	B	B	B	B	B	B	B	B	A	B	B	B	B	B	B	B	A	B	B	A	A	B	B	B	B	B	B	B	A	B	B	A	B	B	A	A	B	B	A	B	B	B	B	A	B	B	B	B	B	B	B	A	B	B	B	B	B	A	B	B	A	B	B	A	B	B	A	B	B	A	A	B	B	B	B	B	B	B	B	A	B	B	A	A	B	B	B	B	B	B	A	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	A	A	B	A	B	B	B	B	B	B	A	A	A	A	A	A	B	A	B	A	B	B	A	A	B	-	A	B	B	B	B	B	A	A	B	A	B	B	A	A	B	B
At4g02500-5	A	B	B	A	B	B	B	B	B	B	B	B	A	B	B	B	B	B	B	B	A	B	B	A	A	B	B	B	B	B	B	B	A	B	B	A	B	B	A	A	B	B	A	B	B	B	B	A	B	B	B	B	B	B	B	A	B	B	B	B	A	A	B	B	A	B	B	A	A	B	A	B	B	A	A	B	B	B	B	B	B	B	B	A	B	B	A	A	B	B	B	B	B	B	A	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	A	A	B	A	B	B	B	B	B	B	A	A	A	A	A	A	B	A	B	A	B	B	A	A	B	A	A	B	B	B	B	B	A	A	B	A	B	B	A	A	B	B
At4g02530-6	A	B	B	A	B	B	B	B	B	B	B	B	A	B	B	B	B	B	B	B	A	B	B	A	A	B	B	B	B	B	B	B	A	B	B	A	B	B	A	A	B	B	A	B	B	B	B	A	B	B	B	B	B	B	B	A	B	B	B	B	B	A	B	B	A	B	B	A	A	B	A	B	B	A	A	B	B	B	B	B	B	B	B	A	B	B	A	A	B	B	B	B	B	B	A	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	A	A	B	A	B	B	B	B	B	B	A	A	A	A	A	A	B	A	B	A	B	B	A	A	B	A	A	B	B	B	B	B	A	A	B	A	B	B	A	A	B	B
At4g02840-7	A	B	B	A	B	B	B	B	B	B	B	B	A	B	B	B	B	B	B	B	A	B	B	A	A	B	B	B	B	B	B	B	A	B	B	A	B	B	A	A	B	B	A	B	B	B	B	A	B	B	B	B	B	B	B	A	B	B	B	B	B	A	B	B	A	B	B	A	A	B	A	B	B	A	A	B	B	B	B	B	B	B	B	A	B	B	A	A	B	B	B	B	B	B	A	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	A	A	B	A	B	B	B	B	B	B	A	A	A	A	A	A	B	A	B	A	B	B	A	A	B	A	A	B	B	A	B	B	A	A	B	A	B	B	A	A	B	B
At4g03210-4	A	B	A	A	B	B	B	B	B	B	B	B	A	B	B	B	B	B	B	B	A	B	B	A	A	B	B	B	B	B	B	B	A	B	B	A	B	B	A	A	B	B	A	B	B	B	B	A	B	B	B	B	B	B	B	A	B	B	B	B	B	A	B	B	A	B	B	A	-	B	A	B	B	A	A	B	B	B	B	B	B	B	B	A	B	B	A	A	B	B	B	B	B	B	A	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	A	A	B	A	B	B	B	B	B	B	A	A	A	A	A	A	B	A	B	A	B	B	A	A	B	-	A	B	B	A	B	A	A	A	B	A	B	B	A	A	B	B
At4g03390-11	A	B	A	A	B	B	B	B	B	B	B	B	-	B	B	B	B	B	B	B	A	B	B	A	A	B	B	B	B	B	B	B	A	B	B	A	B	B	A	A	B	B	A	B	B	B	B	A	B	B	B	B	B	B	B	A	B	B	B	B	B	A	B	B	A	B	B	A	-	B	A	B	B	A	A	B	B	B	B	B	B	B	B	A	B	B	A	A	B	B	B	B	B	B	A	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	A	A	B	A	B	B	B	B	B	B	A	A	A	A	A	A	B	A	B	A	B	B	A	A	B	-	A	B	B	A	B	A	A	A	A	A	B	B	A	A	B	B
At4g03560-11	A	B	A	A	B	B	B	B	B	B	B	B	A	B	B	B	B	B	B	B	A	B	B	A	A	B	B	B	B	B	B	B	A	B	B	A	B	B	A	A	B	B	A	B	B	B	B	A	B	B	B	B	B	B	B	A	B	B	B	B	B	A	B	B	A	B	B	A	B	B	A	B	B	A	A	B	B	B	B	B	B	B	B	A	B	B	A	A	B	B	B	B	A	B	A	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	A	A	B	A	B	B	B	B	B	B	A	A	A	A	A	A	B	A	B	A	B	B	A	A	B	-	A	B	B	A	B	A	A	A	A	A	B	B	A	A	B	B
At4g04750-7	A	B	A	A	B	B	B	B	A	B	B	B	A	B	B	A	B	B	B	B	A	B	B	A	A	B	B	B	B	B	B	B	A	B	B	A	B	B	A	A	B	B	A	B	B	B	B	A	B	B	A	B	B	B	B	A	B	B	B	B	A	A	B	B	A	B	B	A	A	B	A	B	B	A	A	B	B	B	B	B	B	B	B	A	B	B	B	A	B	A	B	B	A	B	A	B	B	B	B	B	B	B	B	B	B	A	B	B	A	B	A	A	B	A	B	B	B	B	A	B	A	A	A	A	A	A	B	A	B	A	B	B	A	A	B	A	A	B	B	A	B	A	A	A	A	A	B	B	A	A	B	B
At4g04770-1	A	B	A	A	B	B	B	B	A	B	B	B	A	B	B	B	B	B	B	B	A	B	B	A	A	B	B	B	B	B	B	B	A	B	B	A	B	B	A	A	B	B	A	B	B	B	B	A	B	B	A	B	B	B	B	A	B	B	B	B	A	A	B	B	A	B	B	A	A	B	A	B	B	A	A	B	B	B	B	B	B	B	B	A	B	B	B	A	B	A	B	B	A	B	A	B	B	B	B	B	B	B	B	B	B	A	B	B	A	B	A	A	B	A	B	B	B	B	A	B	A	A	A	A	A	A	B	A	B	A	B	B	A	A	B	A	A	B	B	A	B	A	A	A	A	A	B	B	A	A	B	B
At4g04860-3	A	B	A	A	B	B	B	B	A	B	B	B	A	B	B	B	B	B	B	B	A	B	B	A	A	B	B	B	B	B	B	B	A	B	B	A	B	B	A	A	B	B	A	B	B	B	B	A	B	B	B	B	B	B	B	A	B	B	B	B	B	A	B	B	A	B	B	A	B	B	A	B	B	A	A	B	B	B	B	B	B	B	B	A	B	B	B	A	B	A	B	B	A	B	A	B	B	B	B	B	B	B	B	B	B	A	B	B	B	B	A	A	-	A	B	B	B	B	B	B	A	A	A	A	A	A	B	A	B	A	B	B	A	A	B	-	A	B	B	A	B	A	A	A	A	A	B	B	A	A	B	B
